Prefix|Security Identifier|CUSIP|Security Factor Date|Security Factor|Payment Delay Days|Security Data Correction Indicator|Security Status Indicator|Security Notification Indicator|Security Description|Issuer|Issue Date|Maturity Date|Updated Longest Maturity Date|Issuance Investor Security UPB|Current Investor Security UPB|Unconverted WA Net Interest Rate|WA Issuance Interest Rate|WA Current Interest Rate|WA Net Accrual Interest Rate|WA Loan Term|WA Issuance Remaining Months to Maturity|WA Current Remaining Months to Maturity|WA Loan Age|WA Mortgage Loan Amount|Average Mortgage Loan Amount|WA Loan-To-Value (LTV)|WA Combined Loan-To-Value (CLTV)|WA Debt-To-Income (DTI)|WA Borrower Credit Score|Filler|Filler|Loan Count|Third Party Origination UPB Percent|Seller Name|Seller City|Seller State|Servicer Name|Servicer City|Servicer State|Involuntary Loan Removal (Prior Month UPB)|Involuntary Loan Removal (Loan Count)|Eligible for Resecuritization|Notes|Notes Ongoing|Interest Only Security Indicator|WA Months to Amortization|Prepayment Penalty Indicator|Reduced Minimum Servicing Indicator|Subtype|Index|WA Mortgage Margin|WA MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Payment Adjustment Frequency|Payment Lookback|Convertibility Indicator|Negative Amortization Indicator|Negative Amortization Factor|WA Negative Amortization Limit|Initial Fixed Rate Period|First Rate Adjustment Date|First Payment Adjustment Date|WA Months to Next Rate Adjustment Date|WA Life Interest Rate Ceiling|WA Net Life Interest Rate Ceiling|WA Life Interest Rate Floor|WA Net Life Interest Rate Floor|Initial Interest Rate Cap Up %|Initial Interest Rate Cap Down %|Periodic Interest Rate Cap Up %|Periodic Interest Rate Cap Down %|Initial Step Fixed-Rate Period|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|WA Months to Next Step Rate Adjustment|Periodic Step Rate Cap Up %|WA Origination Mortgage Loan Amount|Average Origination Mortgage Loan Amount|WA Origination Interest Rate|WA Origination Loan Term|WA Origination Loan-To-Value (LTV)|WA Origination Combined Loan-To-Value (CLTV)|WA Origination Debt-To-Income (DTI)|WA  Origination Credit Score|Filler|Filler|Origination Third Party Origination UPB Percent|WA Estimated Loan-To-Value (ELTV)|WA Updated Credit Score|WA Original Interest Only Term|WA Original Balloon Term|WA Remaining Amortization Term|WA Debt Service Coverage Ratio (DSCR)|Interest Accrual Method|Prepayment Penalty Provision|Green Advantage|Converted WA Net Interest Rate|Green Indicator
WN|WN5167|3132XKW52|052026|1.00000000|55|N|A|7|FKAR 04.1500 WN-WN5167|FRE|12012024|102029|102029|17879000.00|17879000.00|4.150|4.930|4.930||360|58|41|19|17879000.00|17879000.00|56|56|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.150|
WN|WN5168|3132XKW60|052026|1.00000000|55|N|A|7|FKAR 04.1500 WN-WN5168|FRE|12012024|102029|102029|15347000.00|15347000.00|4.150|4.930|4.930||360|58|41|19|15347000.00|15347000.00|60|60|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.150|
WN|WN5169|3132XKW78|052026|0.99367629|55|N|A|7|FKAR 04.5500 WN-WN5169|FRE|12012024|102029|102029|3335000.00|3313910.44|4.550|6.300|6.300||360|58|41|19|3335000.00|3335000.00|67|67|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||012|060|353|00001.31|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.550|
WN|WN5170|3132XKW86|052026|1.00000000|55|N|A|7|FKAR 04.1500 WN-WN5170|FRE|12012024|112029|112029|23800000.00|23800000.00|4.150|5.290|5.290||360|59|42|18|23800000.00|23800000.00|69|69|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.150|
WN|WN5171|3132XKW94|052026|1.00000000|55|N|A|7|FKAR 04.1500 WN-WN5171|FRE|12012024|102029|102029|93227000.00|93227000.00|4.150|5.580|5.580||420|58|41|19|93227000.00|93227000.00|59|60|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.150|
WN|WN5172|3132XKXA0|052026|1.00000000|55|N|A|7|FKAR 04.1500 WN-WN5172|FRE|12012024|102029|102029|67788000.00|67788000.00|4.150|5.450|5.450||360|58|41|19|67788000.00|67788000.00|67|67|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|6|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.150|
WN|WN5173|3132XKXB8|052026|1.00000000|55|N|A|7|FKAR 04.3000 WN-WN5173|FRE|12012024|102029|102029|32610000.00|32610000.00|4.300|5.580|5.580||420|58|41|19|32610000.00|32610000.00|65|65|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.300|
WN|WN5174|3132XKXC6|052026|1.00000000|55|N|A|7|FKAR 04.3900 WN-WN5174|FRE|12012024|102029|102029|87416000.00|87416000.00|4.390|5.750|5.750||420|58|41|19|87416000.00|87416000.00|69|69|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.20|ACTUAL/360|YM1%(35) O(25)|N/A|04.390|
WN|WN5175|3132XKXD4|052026|1.00000000|55|N|A|7|FKAR 04.1000 WN-WN5175|FRE|12012024|102029|102029|21412000.00|21412000.00|4.100|4.930|4.930||360|58|41|19|21412000.00|21412000.00|66|67|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.100|
WN|WN5176|3132XKXE2|052026|1.00000000|55|N|A|7|FKAR 04.0500 WN-WN5176|FRE|12012024|102029|102029|16626000.00|16626000.00|4.050|4.930|4.930||360|58|41|19|16626000.00|16626000.00|67|67|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.050|
WN|WN5177|3132XKXF9|052026|1.00000000|55|N|A|7|FKAR 04.1000 WN-WN5177|FRE|12012024|102029|102029|42322000.00|42322000.00|4.100|5.080|5.080||420|58|41|19|42322000.00|42322000.00|62|62|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.100|
WN|WN5178|3132XKXG7|052026|1.00000000|55|N|A|7|FKAR 04.1000 WN-WN5178|FRE|12012024|102029|102029|39995000.00|39995000.00|4.100|5.080|5.080||420|58|41|19|39995000.00|39995000.00|64|64|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.26|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.100|
WN|WN5179|3132XKXH5|052026|1.00000000|55|N|A|7|FKAR 04.1000 WN-WN5179|FRE|12012024|102029|102029|30223000.00|30223000.00|4.100|5.080|5.080||420|58|41|19|30223000.00|30223000.00|60|60|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.100|
WN|WN5180|3132XKXJ1|052026|1.00000000|55|N|A|7|FKAR 04.1000 WN-WN5180|FRE|12012024|102029|102029|36214000.00|36214000.00|4.100|4.960|4.960||420|58|41|19|36214000.00|36214000.00|57|57|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|18|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.100|
WN|WN5181|3132XKXK8|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5181|FRE|01012025|112029|112029|67725000.00|67725000.00|4.500|5.760|5.760||360|58|42|18|67725000.00|67725000.00|54|55|||||1||Berkeley Point Capital LLC|McLean|VA|Berkeley Point Capital LLC|McLean|VA|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.32|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.500|
WN|WN5182|3132XKXL6|052026|1.00000000|55|N|A|7|FKAR 04.6000 WN-WN5182|FRE|01012025|122029|122029|58183000.00|58183000.00|4.600|5.430|5.430||360|59|43|17|58183000.00|58183000.00|56|56|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.35|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.600|
WN|WN5183|3132XKXM4|052026|1.00000000|55|N|A|7|FKAR 04.6000 WN-WN5183|FRE|01012025|112029|112029|44148000.00|44148000.00|4.600|5.540|5.540||360|58|42|18|44148000.00|44148000.00|60|61|||||1||KeyBank National Association|Cleveland|OH|KeyBank National Association|Cleveland|OH|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.600|
WN|WN5184|3132XKXN2|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5184|FRE|01012025|112029|112029|43201000.00|43201000.00|4.500|5.010|5.010||420|58|42|18|43201000.00|43201000.00|65|65|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.500|
WN|WN5185|3132XKXP7|052026|1.00000000|55|N|A|7|FKAR 04.6300 WN-WN5185|FRE|01012025|112029|112029|38446000.00|38446000.00|4.630|6.110|6.110||420|58|42|18|38446000.00|38446000.00|60|60|||||1||PNC Bank, National Association|Wilmington|DE|PNC Bank, National Association|Wilmington|DE|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) O(25)|N/A|04.630|
WN|WN5186|3132XKXQ5|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5186|FRE|01012025|112029|112029|35887000.00|35887000.00|4.500|5.790|5.790||360|58|42|18|35887000.00|35887000.00|56|56|||||1||Berkeley Point Capital LLC|McLean|VA|Berkeley Point Capital LLC|McLean|VA|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.29|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.500|
WN|WN5187|3132XKXR3|052026|1.00000000|55|N|A|7|FKAR 04.5500 WN-WN5187|FRE|01012025|112029|112029|34571000.00|34571000.00|4.550|5.890|5.890||360|58|42|18|34571000.00|34571000.00|62|62|||||1||Bellwether Enterprise Real Estate Capital, LLC|Cleveland|OH|Bellwether Enterprise Real Estate Capital, LLC|Cleveland|OH|0.00|0|Y|||Y|7|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.550|
WN|WN5188|3132XKXS1|052026|1.00000000|55|N|A|7|FKAR 04.0000 WN-WN5188|FRE|01012025|122029|122029|32500000.00|32500000.00|4.000|5.130|5.130||420|59|43|17|32500000.00|32500000.00|65|65|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.000|
WN|WN5189|3132XKXT9|052026|1.00000000|55|N|A|7|FKAR 04.3500 WN-WN5189|FRE|01012025|122029|122029|20246000.00|20246000.00|4.350|5.050|5.050||420|59|43|17|20246000.00|20246000.00|57|57|||||1||Northmarq Capital, LLC|Bloomington|MN|Northmarq Capital, LLC|Bloomington|MN|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.350|
WN|WN5190|3132XKXU6|052026|1.00000000|55|N|A|7|FKAR 04.6000 WN-WN5190|FRE|01012025|112029|112029|19812000.00|19812000.00|4.600|5.630|5.630||360|58|42|18|19812000.00|19812000.00|63|63|||||1||M&T Realty Capital Corporation|Baltimore|MD|M&T Realty Capital Corporation|Baltimore|MD|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.600|
WN|WN5191|3132XKXV4|052026|0.99505340|55|N|A|7|FKAR 04.6500 WN-WN5191|FRE|01012025|122029|122029|8050000.00|8010179.85|4.650|5.910|5.910||360|59|43|17|8050000.00|8050000.00|68|68|||||1||Lument Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||012|060|355|00001.26|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.650|
WN|WN5192|3132XKXW2|052026|1.00000000|55|N|A|7|FKAR 04.6500 WN-WN5192|FRE|01012025|112029|112029|2804000.00|2804000.00|4.650|6.230|6.230||420|58|42|18|2804000.00|2804000.00|62|62|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|7|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.25|ACTUAL/360|YM1%(32) 1%(24) O(4)|N/A|04.650|
WN|WN5193|3132XKXX0|052026|1.00000000|55|N|A|7|FKAR 04.6500 WN-WN5193|FRE|01012025|112029|112029|1248000.00|1248000.00|4.650|6.230|6.230||420|58|42|18|1248000.00|1248000.00|55|55|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|7|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.25|ACTUAL/360|YM1%(32) 1%(24) O(4)|N/A|04.650|
WN|WN5194|3132XKXY8|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5194|FRE|01012025|122029|122029|8120000.00|8120000.00|4.500|5.830|5.830||360|59|43|17|8120000.00|8120000.00|69|69|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.500|
WN|WN5195|3132XKXZ5|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5195|FRE|01012025|122029|122029|37395000.00|37395000.00|4.500|5.390|5.390||420|59|43|17|37395000.00|37395000.00|73|73|||||1||KeyBank National Association|Cleveland|OH|KeyBank National Association|Cleveland|OH|0.00|0|Y|||Y|8|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.500|
WN|WN5196|3132XKX28|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5196|FRE|01012025|122029|122029|24675000.00|24675000.00|4.500|5.390|5.390||420|59|43|17|24675000.00|24675000.00|72|72|||||1||KeyBank National Association|Cleveland|OH|KeyBank National Association|Cleveland|OH|0.00|0|Y|||Y|8|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.26|ACTUAL/360|YM1%(56) O(4)|N/A|04.500|
WN|WN5197|3132XKX36|052026|0.99893799|55|N|A|7|FKAR 04.5000 WN-WN5197|FRE|01012025|042029|042029|42140000.00|42095246.72|4.500|5.660|5.660||360|51|35|25|42140000.00|42140000.00|70|70|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|359|00001.29|ACTUAL/360|YM1%(56) O(4)|N/A|04.500|
WN|WN5198|3132XKX44|052026|1.00000000|55|N|A|7|FKAR 04.5700 WN-WN5198|FRE|02012025|122029|122029|10652000.00|10652000.00|4.570|5.990|5.990||420|58|43|17|10652000.00|10652000.00|67|67|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.570|
WN|WN5199|3132XKX51|052026|0.99537303|55|N|A|7|FKAR 04.2500 WN-WN5199|FRE|02012025|012030|012030|5699000.00|5672630.89|4.250|5.240|5.240||360|59|44|16|5699000.00|5699000.00|61|61|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||012|060|356|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.250|
WN|WN5200|3132XKX69|052026|1.00000000|55|N|A|7|FKAR 04.2500 WN-WN5200|FRE|02012025|012030|012030|17752000.00|17752000.00|4.250|5.400|5.400||360|59|44|16|17752000.00|17752000.00|68|68|||||1||CBRE Capital Markets, Inc.|Houston|TX|CBRE Capital Markets, Inc.|Houston|TX|0.00|0|Y|||Y|9|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|360|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.250|
WN|WN5201|3132XKX77|052026|1.00000000|55|N|A|7|FKAR 04.2500 WN-WN5201|FRE|02012025|122029|122029|23213000.00|23213000.00|4.250|5.700|5.700||360|58|43|17|23213000.00|23213000.00|56|56|||||1||Regions Bank|Birmingham|AL|Regions Bank|Birmingham|AL|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.250|
WN|WN5202|3132XKX85|052026|1.00000000|55|N|A|7|FKAR 04.2500 WN-WN5202|FRE|02012025|012030|012030|2034000.00|2034000.00|4.250|6.150|6.150||420|59|44|16|2034000.00|2034000.00|65|65|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|9|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.46|ACTUAL/360|YM1%(56) O(4)|N/A|04.250|
WN|WN5203|3132XKX93|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5203|FRE|02012025|122029|122029|9718000.00|9718000.00|4.500|5.900|5.900||360|58|43|17|9718000.00|9718000.00|65|65|||||1||Northmarq Capital, LLC|Bloomington|MN|Northmarq Capital, LLC|Bloomington|MN|0.00|0|Y|||Y|8|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|360|00001.30|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.500|
WN|WN5204|3132XKYA9|052026|1.00000000|55|N|A|7|FKAR 04.7500 WN-WN5204|FRE|02012025|122029|122029|41099000.00|41099000.00|4.750|6.190|6.190||420|58|43|17|41099000.00|41099000.00|63|63|||||1||Berkeley Point Capital LLC|McLean|VA|Berkeley Point Capital LLC|McLean|VA|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.750|
WN|WN5205|3132XKYB7|052026|1.00000000|55|N|A|7|FKAR 04.3500 WN-WN5205|FRE|02012025|122029|122029|9247000.00|9247000.00|4.350|5.040|5.040||420|58|43|17|9247000.00|9247000.00|60|60|||||1||Lument Real Estate Capital, LLC|Columbus|OH|Lument Real Estate Capital, LLC|New York|NY|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.350|
WN|WN5206|3132XKYC5|052026|1.00000000|55|N|A|7|FKAR 04.3500 WN-WN5206|FRE|02012025|122029|122029|31501000.00|31501000.00|4.350|5.820|5.820||420|58|43|17|31501000.00|31501000.00|63|63|||||1||Walker & Dunlop, LLC|Bethesda|MD|Walker & Dunlop, LLC|Bethesda|MD|0.00|0|Y|||Y|8|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.350|
WN|WN5207|3132XKYD3|052026|1.00000000|55|N|A|7|FKAR 04.9500 WN-WN5207|FRE|02012025|012030|012030|34710000.00|34710000.00|4.950|6.220|6.220||360|59|44|16|34710000.00|34710000.00|52|52|||||1||Berkeley Point Capital LLC|McLean|VA|Berkeley Point Capital LLC|McLean|VA|0.00|0|Y|||Y|21|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.950|
WN|WN5208|3132XKYE1|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5208|FRE|02012025|122029|122029|17287000.00|17287000.00|4.500|5.780|5.780||420|58|43|17|17287000.00|17287000.00|64|64|||||1||Greystone Servicing Company LLC|Warrenton|VA|Greystone Servicing Company LLC|Warrenton|VA|0.00|0|Y|||Y|8|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.500|
WN|WN5209|3132XKYF8|052026|1.00000000|55|N|A|7|FKAR 04.8500 WN-WN5209|FRE|02012025|122029|122029|19213000.00|19213000.00|4.850|6.500|6.500||360|58|43|17|19213000.00|19213000.00|49|49|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.850|
WN|WN5210|3132XKYG6|052026|1.00000000|55|N|A|7|FKAR 04.2500 WN-WN5210|FRE|02012025|122029|122029|26377000.00|26377000.00|4.250|5.340|5.340||420|58|43|17|26377000.00|26377000.00|63|63|||||1||Northmarq Capital, LLC|Bloomington|MN|Northmarq Capital, LLC|Bloomington|MN|0.00|0|Y|||Y|20|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.250|
WN|WN5211|3132XKYH4|052026|1.00000000|55|N|A|7|FKAR 04.5000 WN-WN5211|FRE|02012025|012030|012030|11911000.00|11911000.00|4.500|5.870|5.870||360|59|44|16|11911000.00|11911000.00|58|58|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|9|Y|N|||||||||||||||||||||||||||||||||||||||||||024|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.500|
WN|WN5212|3132XKYJ0|052026|1.00000000|55|N|A|7|FKAR 04.5500 WN-WN5212|FRE|02012025|112029|112029|37903000.00|37903000.00|4.550|5.910|5.910||420|57|42|18|37903000.00|37903000.00|63|63|||||1||Capital One, National Association|Bethesda|MD|Capital One, National Association|Bethesda|MD|0.00|0|Y|||Y|19|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.20|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.550|
WN|WN5213|3132XKYK7|052026|0.99729839|55|N|A|7|FKAR 04.7500 WN-WN5213|FRE|02012025|012030|012030|16152000.00|16108363.59|4.750|6.200|6.200||420|59|44|16|16152000.00|16152000.00|62|62|||||1||NewPoint Real Estate Capital LLC|Plano|TX|NewPoint Real Estate Capital LLC|Plano|TX|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||012|060|416|00001.20|ACTUAL/360|YM1%(35) O(25)|N/A|04.750|
WN|WN5214|3132XKYL5|052026|0.99598030|55|N|A|7|FKAR 04.5500 WN-WN5214|FRE|02012025|012030|012030|10575000.00|10532491.72|4.550|5.990|5.990||360|59|44|16|10575000.00|10575000.00|69|69|||||1||JLL Real Estate Capital, LLC|Saint Paul|MN|JLL Real Estate Capital, LLC|Saint Paul|MN|0.00|0|Y|||Y|0|Y|N|||||||||||||||||||||||||||||||||||||||||||012|060|356|00001.33|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.550|
WN|WN5215|3132XKYM3|052026|1.00000000|55|N|A|7|FKAR 04.2500 WN-WN5215|FRE|02012025|012030|012030|51885000.00|51885000.00|4.250|5.250|5.250||420|59|44|16|51885000.00|51885000.00|62|62|||||1||Berkadia Commercial Mortgage LLC|Ambler|PA|Berkadia Commercial Mortgage LLC|Ambler|PA|0.00|0|Y|||Y|21|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.25|ACTUAL/360|YM1%(56) O(4)|N/A|04.250|
WN|WN5216|3132XKYN1|052026|1.00000000|55|N|A|7|FKAR 04.5500 WN-WN5216|FRE|02012025|012030|012030|3200000.00|3200000.00|4.550|5.970|5.970||420|59|44|16|3200000.00|3200000.00|49|49|||||1||Northmarq Capital, LLC|Bloomington|MN|Northmarq Capital, LLC|Bloomington|MN|0.00|0|Y|||Y|21|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|420|00001.43|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.550|
WN|WN5217|3132XKYP6|052026|1.00000000|55|N|A|7|FKAR 04.6000 WN-WN5217|FRE|02012025|012030|012030|45370000.00|45370000.00|4.600|6.390|6.390||360|59|44|16|45370000.00|45370000.00|56|56|||||1||Berkeley Point Capital LLC|McLean|VA|Berkeley Point Capital LLC|McLean|VA|0.00|0|Y|||Y|21|Y|N|||||||||||||||||||||||||||||||||||||||||||036|060|360|00001.25|ACTUAL/360|YM1%(35) 1%(21) O(4)|N/A|04.600|
